maskapai,asal,tujuan,tahun,penumpang,harga
macan,JOG,SRG,2014,81,1448802
macan,KNO,BTH,2017,104,1956566
country link,KNO,DPS,2014,155,3012979
country link,JOG,DPS,2014,136,2629620
water asia,CGK,HLP,2016,191,3791811
macan,KNO,HLP,2015,152,2949168
country link,CGK,BTH,2015,141,2716061
macan,PKU,UPG,2015,148,2255566
mataram,BDO,BTH,2016,89,1645335
water asia,KNO,HLP,2016,93,1712991
macan,KNO,PDG,2015,102,1893428
mataram,CGK,PDG,2015,91,1675146
water asia,CGK,DPS,2015,90,1661074
country link,CGK,DPS,2014,95,1757974
water asia,BTO,HLP,2014,118,2259644
country link,BTO,DPS,2016,89,3590125
rajawali,JOG,SRG,2015,180,3550203
macan,CGK,PDG,2015,184,3649605
macan,BTO,SRG,2016,160,3120592
macan,BDO,PDG,2014,73,1293222
macan,JOG,HLP,2014,186,3693659
mataram,PKU,UPG,2017,162,3168043
macan,PKU,SRG,2015,62,1901558
water asia,KNO,BTH,2015,187,1291717
mataram,BDO,UPG,2014,200,3982719
mataram,JOG,SRG,2014,158,3080709
water asia,KNO,HLP,2015,163,3182599
mataram,KNO,UPG,2015,199,3952696
rajawali,BDO,BTH,2017,198,3944017
macan,PKU,HLP,2017,99,1828454
mataram,CGK,PDG,2015,68,1176423
rajawali,CGK,UPG,2015,111,2114595
rajawali,PKU,HLP,2017,75,1323920
mataram,BTO,DPS,2014,91,1676418
country link,PKU,HLP,2015,117,2223381
country link,CGK,BTH,2017,175,3460362
mataram,BDO,UPG,2015,86,1580937
water asia,BDO,UPG,2014,145,2801810
mataram,BDO,DPS,2016,197,3909095
mataram,JOG,HLP,2017,100,1084884
rajawali,JOG,BTH,2014,76,1351118
mataram,BDO,DPS,2014,186,3694043
macan,JOG,BTH,2016,148,3308694
water asia,BDO,HLP,2015,76,1364934
water asia,PKU,BTH,2014,131,2519758
macan,PKU,DPS,2016,139,2679805
rajawali,KNO,DPS,2017,98,1813024
country link,PKU,PDG,2016,127,2432782
mataram,JOG,UPG,2014,125,2394518
water asia,PKU,BTH,2015,193,3837150
country link,CGK,DPS,2014,150,2901787
macan,BTO,UPG,2015,187,3703694
macan,BDO,PDG,2014,133,2551531
macan,PKU,DPS,2015,163,3179172
rajawali,BTO,PDG,2016,142,3136591
country link,CGK,BTH,2015,200,3980107
country link,JOG,SRG,2016,126,2408991
country link,KNO,BTH,2014,196,3888916
country link,BTO,HLP,2015,138,2658358
macan,JOG,UPG,2016,89,1645906
rajawali,KNO,HLP,2014,127,2431585
mataram,PKU,BTH,2016,76,1359476
mataram,BDO,BTH,2017,83,1500249
water asia,KNO,DPS,2017,103,1932214
country link,KNO,UPG,2015,184,3645038
macan,PKU,HLP,2015,68,1172810
water asia,PKU,PDG,2014,64,1094773
macan,JOG,DPS,2017,95,1761807
water asia,BDO,HLP,2017,195,3874871
mataram,JOG,PDG,2015,171,3363025
mataram,CGK,UPG,2016,123,2351530
rajawali,BDO,HLP,2015,141,2722589
macan,BDO,HLP,2014,166,3261224
mataram,CGK,BTH,2014,158,3078012
water asia,KNO,BTH,2017,197,3927692
rajawali,BDO,SRG,2017,102,1566641
rajawali,KNO,HLP,2017,130,2494769
mataram,CGK,SRG,2017,90,1650035
macan,BTO,BTH,2016,195,3867711
water asia,CGK,BTH,2014,145,2791363
mataram,PKU,BTH,2014,195,3883689
rajawali,JOG,UPG,2014,140,2693284
country link,PKU,HLP,2016,132,2527903
macan,BDO,UPG,2015,200,3994963
rajawali,CGK,SRG,2016,196,3890741
rajawali,KNO,UPG,2016,97,1806763
macan,KNO,UPG,2016,93,2273234
mataram,CGK,PDG,2016,134,2575556
macan,KNO,UPG,2015,132,2539784
mataram,KNO,HLP,2014,71,1249851
macan,CGK,HLP,2016,141,1139673
water asia,CGK,PDG,2015,127,2434693
country link,BDO,BTH,2015,135,2600136
macan,KNO,BTH,2015,142,2731305
water asia,KNO,SRG,2015,180,3544831
rajawali,CGK,HLP,2017,122,2333753
macan,PKU,DPS,2015,159,3095304
country link,CGK,HLP,2014,112,2125662
country link,BDO,DPS,2015,186,3695304
rajawali,JOG,DPS,2016,183,3625804
rajawali,PKU,BTH,2016,82,1480867
macan,PKU,BTH,2016,96,1793874
macan,CGK,UPG,2014,184,3641577
country link,KNO,PDG,2016,134,2573763
water asia,PKU,UPG,2017,186,3694979
country link,BDO,DPS,2016,128,2460317
water asia,KNO,UPG,2017,115,2199752
rajawali,JOG,HLP,2017,99,1842109
mataram,KNO,PDG,2014,88,1627389
rajawali,JOG,PDG,2017,178,3507761
mataram,KNO,SRG,2017,107,2015544
water asia,BDO,SRG,2017,137,2644182
macan,JOG,PDG,2014,103,1914288
rajawali,JOG,UPG,2016,93,1800220
water asia,PKU,BTH,2014,88,1625708
rajawali,KNO,BTH,2015,69,1213092
country link,CGK,PDG,2015,83,1493429
water asia,KNO,BTH,2016,199,3957077
mataram,CGK,PDG,2014,125,2388305
mataram,CGK,PDG,2017,88,1611847
mataram,BTO,UPG,2017,94,1746923
rajawali,KNO,BTH,2015,135,2601802
mataram,JOG,PDG,2015,176,3478310
macan,KNO,HLP,2017,117,2229428
water asia,JOG,DPS,2017,106,3364562
macan,BDO,HLP,2014,182,3599494
macan,BTO,HLP,2017,133,2587652
macan,BDO,UPG,2017,65,1113006
country link,KNO,PDG,2016,76,1364285
water asia,KNO,HLP,2014,180,3543559
country link,BTO,HLP,2015,62,1059449
water asia,BTO,HLP,2014,60,1015775
water asia,CGK,UPG,2017,155,3016313
mataram,JOG,SRG,2016,178,3503389
macan,KNO,PDG,2016,184,3651968
country link,JOG,UPG,2017,107,2022665
water asia,KNO,HLP,2017,109,2069648
rajawali,KNO,BTH,2016,164,3202898
macan,JOG,HLP,2017,110,2079975
rajawali,JOG,UPG,2015,136,2617539
mataram,BDO,SRG,2017,97,1807942
water asia,CGK,SRG,2014,145,2797536
mataram,CGK,BTH,2017,195,3884322
macan,CGK,UPG,2015,154,2982263
water asia,KNO,HLP,2017,193,3821166
macan,JOG,UPG,2017,68,1176419
country link,BDO,PDG,2014,177,3481511
country link,PKU,UPG,2015,174,3432944
rajawali,BDO,SRG,2014,147,2835262
water asia,PKU,BTH,2017,107,2008677
water asia,KNO,UPG,2017,94,2407452
water asia,KNO,DPS,2017,169,3324833
rajawali,BDO,HLP,2017,191,3794125
mataram,JOG,PDG,2015,125,2914265
macan,PKU,SRG,2015,132,2538512
macan,CGK,UPG,2016,77,1389637
water asia,JOG,SRG,2017,142,2740373
country link,JOG,HLP,2015,148,2872875
macan,KNO,UPG,2014,98,1827218
rajawali,BTO,DPS,2015,76,1359548
mataram,JOG,HLP,2017,196,3886324
mataram,PKU,BTH,2015,80,1439951
mataram,BTO,SRG,2014,82,1481776
rajawali,CGK,SRG,2017,77,1373211
mataram,CGK,DPS,2016,165,3227276
mataram,PKU,DPS,2017,199,3963680
country link,KNO,DPS,2014,117,2817507
country link,CGK,SRG,2016,101,1881683
mataram,BDO,BTH,2017,145,2798596
rajawali,CGK,BTH,2017,181,3579219
water asia,BDO,SRG,2016,194,3862599
macan,BTO,UPG,2017,61,1033151
rajawali,CGK,UPG,2015,192,3801171
rajawali,JOG,DPS,2017,93,1722395
water asia,CGK,BTH,2017,200,3977448
water asia,CGK,DPS,2016,86,1582422
rajawali,BTO,PDG,2017,188,3735352
water asia,KNO,BTH,2015,97,1799775
mataram,BDO,PDG,2014,100,1865470
rajawali,CGK,BTH,2014,112,2140757
water asia,CGK,BTH,2015,136,2615422
macan,KNO,UPG,2016,139,2682667
water asia,BTO,DPS,2016,120,2290715
macan,BDO,UPG,2017,87,1586178
macan,PKU,PDG,2016,77,1390536
macan,BDO,DPS,2015,172,3382623
country link,CGK,UPG,2015,117,2232535
mataram,KNO,SRG,2016,170,3338661
water asia,KNO,BTH,2015,101,1870023
mataram,PKU,BTH,2015,81,1454456
country link,BTO,UPG,2015,70,1221997
rajawali,BDO,UPG,2014,183,3615847
macan,CGK,PDG,2017,77,1382101
macan,BDO,DPS,2015,152,2950138
country link,CGK,SRG,2015,171,3368174
water asia,CGK,UPG,2015,167,3277732
country link,JOG,DPS,2014,117,2224675
water asia,JOG,DPS,2017,87,2987013
mataram,BTO,DPS,2016,67,1155597
macan,BDO,DPS,2017,85,1557154
macan,JOG,HLP,2014,107,2012259
country link,JOG,BTH,2016,174,3423516
water asia,CGK,SRG,2016,158,3080730
mataram,CGK,DPS,2016,129,2470207
rajawali,CGK,DPS,2014,100,1860209
water asia,BDO,PDG,2015,156,3047152
rajawali,CGK,UPG,2017,124,2370125
country link,KNO,HLP,2017,106,1993750
mataram,KNO,PDG,2016,144,2777078
macan,BDO,HLP,2014,70,3902310
country link,JOG,DPS,2014,189,3752864
rajawali,PKU,HLP,2016,191,3787516
mataram,PKU,DPS,2017,100,1863203
country link,BDO,BTH,2017,118,2242458
country link,BTO,PDG,2014,184,3639629
rajawali,CGK,BTH,2016,122,2336498
water asia,BTO,SRG,2014,171,3360982
macan,PKU,HLP,2016,93,1712491
rajawali,BTO,DPS,2014,188,3724535
water asia,BDO,HLP,2015,148,2860323
country link,BDO,DPS,2016,124,2371549
rajawali,BDO,BTH,2015,156,3046804
macan,CGK,DPS,2015,137,2637789
macan,BTO,UPG,2017,173,3413355
macan,BTO,BTH,2017,200,3986157
rajawali,JOG,HLP,2016,96,1783359
water asia,PKU,HLP,2014,63,1079642
water asia,BDO,UPG,2014,144,2777214
rajawali,PKU,UPG,2016,87,1602176
mataram,BTO,SRG,2017,143,2748319
rajawali,PKU,BTH,2017,96,1782851
rajawali,BTO,UPG,2014,151,2929325
macan,JOG,BTH,2015,105,1981738
country link,KNO,SRG,2015,123,2312355
country link,BTO,BTH,2017,186,3697851
country link,KNO,BTH,2017,115,2192759
country link,PKU,SRG,2015,187,3709184
rajawali,JOG,UPG,2016,78,1391633
mataram,BDO,UPG,2014,157,3059380
water asia,JOG,UPG,2017,157,3056920
water asia,JOG,DPS,2014,70,1221879
country link,BDO,SRG,2014,160,3136370
macan,BDO,PDG,2014,92,1691289
water asia,PKU,DPS,2017,110,2093149
rajawali,PKU,HLP,2017,178,3505898
water asia,CGK,DPS,2014,152,2940838
country link,PKU,DPS,2015,180,3565324
country link,KNO,PDG,2015,96,1776041
water asia,CGK,DPS,2014,65,1114290
macan,JOG,BTH,2014,116,2214579
macan,BDO,HLP,2015,132,2533999
rajawali,BDO,UPG,2015,180,3546434
water asia,KNO,BTH,2014,142,2730084
rajawali,PKU,SRG,2014,137,2631403
water asia,PKU,PDG,2014,73,1282120
macan,KNO,DPS,2015,159,3095664
water asia,KNO,BTH,2017,194,3863107
macan,PKU,DPS,2016,131,2501245
mataram,JOG,UPG,2014,112,2124941
mataram,KNO,UPG,2016,124,2370216
water asia,BTO,BTH,2015,151,2926679
country link,CGK,DPS,2017,139,1448647
rajawali,KNO,UPG,2016,71,1248417
country link,BDO,BTH,2015,188,3729981
macan,BDO,UPG,2014,173,3399303
country link,BDO,UPG,2015,163,3592017
macan,KNO,DPS,2016,121,2354918
rajawali,BDO,BTH,2017,107,2007510
rajawali,JOG,UPG,2015,193,3836015
mataram,BTO,SRG,2014,172,3385867
rajawali,BTO,PDG,2016,62,1063916
water asia,CGK,BTH,2015,70,1237765
water asia,JOG,DPS,2016,164,3221465
mataram,JOG,UPG,2017,154,2347300
macan,BTO,UPG,2016,139,2674720
rajawali,KNO,PDG,2015,153,2970391
mataram,JOG,DPS,2014,115,2200458
country link,BDO,SRG,2016,97,1801276
macan,BDO,BTH,2017,101,1872316
mataram,JOG,SRG,2014,194,3847049
water asia,CGK,UPG,2014,127,2434158
mataram,BTO,SRG,2016,167,2035942
country link,PKU,UPG,2014,173,3398875
rajawali,PKU,UPG,2017,158,3090965
country link,CGK,BTH,2016,129,2474380
macan,PKU,DPS,2014,63,1084067
macan,CGK,SRG,2014,185,3662284
rajawali,KNO,DPS,2015,165,1578445
macan,BTO,UPG,2014,96,1788283
country link,PKU,SRG,2014,84,1513289
country link,JOG,BTH,2014,170,2924578
country link,BDO,UPG,2014,108,2049301
water asia,KNO,HLP,2016,78,1400029
water asia,BTO,BTH,2014,196,2416221
country link,BDO,PDG,2015,66,1135541
macan,JOG,DPS,2016,164,3211355
country link,BTO,BTH,2017,130,2490643
macan,BDO,DPS,2017,95,1769347
country link,CGK,PDG,2015,86,1567792
macan,CGK,UPG,2017,120,2294218
rajawali,BDO,SRG,2016,162,3162060
country link,PKU,UPG,2014,172,3390565
water asia,PKU,PDG,2015,80,1438773
water asia,KNO,SRG,2017,91,1676960
macan,PKU,DPS,2015,136,2612958
mataram,BTO,DPS,2015,142,2744630
water asia,KNO,DPS,2017,183,3615547
country link,JOG,PDG,2014,112,3788062
mataram,PKU,PDG,2016,147,2833798
rajawali,PKU,SRG,2015,79,1418605
water asia,KNO,PDG,2014,181,3571730
mataram,CGK,PDG,2015,171,3360739
country link,CGK,SRG,2015,200,3997547
mataram,CGK,PDG,2014,161,3152731
country link,KNO,SRG,2016,164,3202082
country link,JOG,PDG,2014,196,3886790
rajawali,BTO,PDG,2016,131,2513415
rajawali,BTO,DPS,2017,79,1418357
macan,BTO,UPG,2014,125,2400309
rajawali,KNO,DPS,2015,200,3978077
rajawali,BTO,PDG,2015,181,3568529
macan,BTO,UPG,2015,138,2661336
country link,PKU,BTH,2015,81,1450384
mataram,KNO,PDG,2016,139,2674766
mataram,PKU,BTH,2016,106,1994152
macan,KNO,BTH,2014,106,1985641
water asia,KNO,UPG,2015,185,2601220
water asia,BDO,HLP,2014,76,1344311
rajawali,BTO,PDG,2014,166,3266835
water asia,JOG,DPS,2015,126,2407179
rajawali,BTO,BTH,2014,198,2052620
macan,CGK,HLP,2016,160,3133197
mataram,JOG,BTH,2016,108,2045075
rajawali,CGK,PDG,2014,69,1210824
macan,BTO,SRG,2015,88,1627577
macan,BTO,BTH,2015,121,2320049
macan,BDO,HLP,2015,89,1637970
country link,BDO,DPS,2017,179,3525671
rajawali,KNO,BTH,2017,154,2991215
country link,PKU,SRG,2017,190,3768593
country link,KNO,PDG,2015,174,3430761
water asia,CGK,UPG,2017,126,3886592
macan,KNO,HLP,2015,192,1044769
macan,BDO,PDG,2017,88,1614167
mataram,CGK,SRG,2014,72,1260331
water asia,JOG,HLP,2015,83,1507251
country link,JOG,DPS,2014,90,1661099
water asia,KNO,DPS,2016,82,3017269
macan,JOG,HLP,2016,181,3581705
country link,PKU,HLP,2015,116,2218768
water asia,CGK,UPG,2015,109,2075859
country link,JOG,HLP,2016,77,1388452
country link,BDO,PDG,2016,159,1489382
mataram,BDO,UPG,2015,102,1896110
country link,CGK,UPG,2014,148,2876911
rajawali,PKU,HLP,2015,123,2359164
rajawali,BTO,HLP,2017,116,2221261
country link,KNO,DPS,2017,126,2413062
macan,BTO,UPG,2015,156,3040841
macan,KNO,UPG,2017,73,1286318
country link,CGK,SRG,2015,60,1010294
country link,JOG,BTH,2015,199,3084665
country link,KNO,HLP,2014,126,1750302
country link,BDO,DPS,2017,176,3466072
country link,CGK,SRG,2016,183,3610828
country link,JOG,SRG,2017,64,1103311
rajawali,KNO,PDG,2014,146,2814243
macan,CGK,HLP,2017,136,2626136
country link,JOG,HLP,2017,163,3177272
mataram,BTO,UPG,2015,125,2398283
macan,PKU,DPS,2015,150,3587764
mataram,BDO,DPS,2017,181,3581493
rajawali,BDO,HLP,2015,170,3352021
country link,JOG,PDG,2017,68,1182195
country link,KNO,SRG,2016,147,2843770
rajawali,BTO,PDG,2017,92,1700751
macan,KNO,SRG,2014,99,1827773
rajawali,JOG,DPS,2014,112,2139370
water asia,BTO,UPG,2015,187,3711644
macan,BTO,SRG,2016,118,2243692
country link,CGK,HLP,2014,79,1426447
water asia,BTO,BTH,2017,178,3509357
country link,BTO,UPG,2015,148,2870643
macan,BTO,DPS,2015,158,3068704
mataram,BDO,SRG,2015,70,1230842
mataram,CGK,HLP,2015,98,1821854
water asia,PKU,HLP,2014,160,3130914
mataram,CGK,SRG,2016,78,1399995
country link,KNO,UPG,2015,121,2324760
macan,JOG,UPG,2014,192,1314233
mataram,BTO,UPG,2014,127,2439866
mataram,KNO,PDG,2016,163,3180680
rajawali,BTO,SRG,2014,115,2185144
mataram,CGK,HLP,2015,61,1027470
water asia,PKU,PDG,2016,69,1198881
mataram,BDO,HLP,2017,188,3729666
macan,KNO,HLP,2015,120,2303268
rajawali,JOG,UPG,2014,67,1156154
country link,KNO,SRG,2014,159,3101731
mataram,BDO,PDG,2014,87,1596908
water asia,PKU,BTH,2017,150,2904678
mataram,BDO,UPG,2014,69,1936290
water asia,CGK,HLP,2015,135,2602562
rajawali,KNO,SRG,2014,183,3625471
rajawali,CGK,DPS,2017,70,1223132
water asia,JOG,PDG,2014,197,3907069
macan,JOG,HLP,2017,104,1950423
mataram,KNO,SRG,2015,200,3977673
water asia,BDO,BTH,2014,139,2674835
macan,KNO,PDG,2015,73,1286413
water asia,CGK,PDG,2016,164,3204837
macan,PKU,UPG,2015,92,1685993
country link,CGK,BTH,2016,197,3909841
country link,BDO,UPG,2016,165,3582377
country link,JOG,PDG,2014,195,1527982
country link,PKU,PDG,2017,63,1070937
macan,BTO,BTH,2016,89,1645193
country link,JOG,SRG,2014,105,1978923
mataram,BDO,UPG,2016,165,3225185
rajawali,BTO,PDG,2014,148,2862586
mataram,JOG,HLP,2016,98,1813858
rajawali,PKU,PDG,2017,145,2803235
country link,PKU,PDG,2015,177,3483977
rajawali,JOG,DPS,2015,173,3398366
water asia,CGK,DPS,2015,132,2541731
macan,KNO,PDG,2016,132,2541686
mataram,CGK,DPS,2017,162,3165593
mataram,BDO,DPS,2015,163,3199354
country link,JOG,PDG,2017,191,3789109
water asia,KNO,UPG,2016,167,3298459
macan,PKU,SRG,2016,177,3495906
macan,KNO,SRG,2016,93,1731449
macan,BDO,SRG,2017,127,2435870
water asia,BDO,UPG,2015,110,2091482
country link,PKU,PDG,2015,190,3779174
rajawali,PKU,BTH,2016,67,1157029
macan,BTO,SRG,2014,184,3648292
mataram,JOG,DPS,2016,164,3212991
water asia,CGK,PDG,2016,84,1528253
mataram,BTO,SRG,2017,159,3108721
mataram,KNO,SRG,2014,190,3773944
country link,CGK,BTH,2016,77,3534933
water asia,JOG,PDG,2017,134,2569058
rajawali,JOG,HLP,2015,79,1423741
country link,CGK,SRG,2017,91,1669090
rajawali,CGK,UPG,2015,191,3779791
rajawali,CGK,BTH,2016,174,3419590
country link,BDO,SRG,2014,177,3480197
rajawali,JOG,HLP,2017,68,1179353
rajawali,KNO,HLP,2016,84,1510866
rajawali,KNO,DPS,2014,129,2469018
rajawali,JOG,DPS,2014,140,2699287
mataram,JOG,SRG,2017,129,2466253
water asia,CGK,PDG,2017,167,2759201
macan,BTO,PDG,2014,92,1687660
macan,JOG,PDG,2016,101,1402373
macan,JOG,SRG,2017,79,1424093
water asia,CGK,UPG,2014,93,1710317
water asia,BDO,PDG,2014,84,1525118
water asia,PKU,PDG,2017,65,1112116
mataram,JOG,BTH,2014,190,3766219
mataram,PKU,SRG,2017,173,3411100
water asia,BDO,DPS,2017,147,2840566
mataram,BTO,HLP,2015,89,1628211
country link,BDO,UPG,2016,100,1856665
rajawali,PKU,SRG,2014,70,1237546
mataram,KNO,UPG,2017,123,2362547
macan,BDO,BTH,2017,94,1753160
rajawali,CGK,BTH,2015,101,1887196
country link,CGK,BTH,2017,196,3890810
rajawali,BTO,BTH,2015,174,3432878
water asia,KNO,UPG,2017,109,2071991
water asia,KNO,SRG,2017,178,3502345
mataram,JOG,UPG,2014,81,1456493
water asia,PKU,BTH,2017,179,3539177
macan,BDO,UPG,2016,112,2133237
rajawali,BDO,BTH,2016,115,2188688
country link,CGK,BTH,2014,65,1119154
macan,BDO,PDG,2017,198,3929280
rajawali,BTO,SRG,2014,77,1375967
water asia,PKU,UPG,2015,111,2118376
water asia,BTO,HLP,2015,135,2605381
water asia,BDO,DPS,2014,167,3280389
water asia,JOG,UPG,2016,70,1223830
rajawali,BDO,SRG,2015,145,2693691
water asia,BTO,HLP,2017,137,2636243
rajawali,JOG,HLP,2016,158,3069424
rajawali,CGK,DPS,2015,162,3170414
mataram,JOG,UPG,2015,66,1141732
mataram,BDO,UPG,2016,181,3566474
rajawali,BDO,BTH,2015,153,2976748
mataram,BTO,UPG,2015,146,3736375
country link,KNO,UPG,2015,144,2781305
country link,PKU,SRG,2016,178,3505860
mataram,JOG,BTH,2015,194,3854348
country link,BTO,DPS,2014,147,2400845
water asia,BDO,BTH,2016,104,1958790
rajawali,BDO,DPS,2016,130,2491601
country link,PKU,UPG,2015,69,1210743
country link,BDO,SRG,2016,94,1747264
rajawali,JOG,HLP,2017,70,1224694
macan,JOG,SRG,2015,155,3018758
mataram,KNO,SRG,2015,108,2034725
macan,KNO,UPG,2015,89,1645576
country link,CGK,PDG,2016,172,3384075
mataram,PKU,SRG,2016,110,2092146
water asia,BTO,UPG,2016,102,2911186
rajawali,JOG,PDG,2015,93,2236110
mataram,JOG,PDG,2017,161,3155405
macan,PKU,DPS,2014,116,2205971
country link,BTO,SRG,2017,174,3419445
country link,KNO,PDG,2014,165,3246811
rajawali,BTO,HLP,2015,193,3821692
water asia,BDO,BTH,2017,74,1296739
macan,BDO,SRG,2017,147,2837060
country link,BTO,HLP,2015,197,3907101
mataram,PKU,DPS,2016,61,1025085
rajawali,JOG,SRG,2015,107,2029605
water asia,KNO,SRG,2014,128,2445040
country link,PKU,DPS,2015,103,1932025
macan,CGK,BTH,2014,128,2449382
rajawali,KNO,PDG,2014,159,3109629
water asia,BTO,UPG,2016,97,1796352
country link,BDO,BTH,2014,102,1908467
country link,BTO,SRG,2016,133,2774219
water asia,PKU,BTH,2014,122,2346055
rajawali,BTO,SRG,2017,198,3945253
rajawali,PKU,PDG,2017,185,3654212
macan,BTO,PDG,2014,164,3207353
mataram,KNO,BTH,2017,69,1197887
country link,JOG,SRG,2014,160,3123631
mataram,BDO,SRG,2016,163,3191980
rajawali,CGK,BTH,2016,189,2383456
country link,PKU,UPG,2014,155,3021230
water asia,BTO,UPG,2016,172,3377881
macan,JOG,SRG,2015,76,1340014
water asia,KNO,UPG,2015,94,1735623
rajawali,BDO,SRG,2016,71,1240465
rajawali,PKU,HLP,2017,193,3836885
macan,PKU,UPG,2014,105,2781359
water asia,BTO,DPS,2015,85,1558649
rajawali,PKU,SRG,2014,69,1216311
water asia,BDO,BTH,2015,139,2672132
water asia,PKU,SRG,2016,75,1330257
rajawali,BDO,PDG,2016,98,1821975
country link,CGK,HLP,2015,127,2435886
macan,CGK,HLP,2017,87,1585053
country link,CGK,PDG,2015,63,1072496
rajawali,JOG,DPS,2017,117,2238571
rajawali,JOG,BTH,2015,138,2654867
rajawali,BDO,HLP,2016,182,3585733
macan,BDO,HLP,2014,171,3375121
country link,JOG,DPS,2017,172,3386670
water asia,BTO,SRG,2014,124,2375430
macan,PKU,HLP,2017,81,1460094
macan,JOG,SRG,2017,142,2733996
mataram,BTO,DPS,2016,107,2011513
mataram,KNO,BTH,2014,79,1423564
water asia,BDO,PDG,2016,185,3673094
country link,BDO,SRG,2014,66,1402025
macan,BDO,DPS,2017,171,3366967
water asia,BTO,SRG,2014,167,3288361
country link,KNO,DPS,2017,171,3360282
country link,JOG,DPS,2015,89,1638024
mataram,CGK,UPG,2014,71,1241755
rajawali,BTO,SRG,2014,106,1999503
water asia,CGK,HLP,2016,104,1944598
country link,PKU,DPS,2017,103,1917640
water asia,JOG,UPG,2014,194,3845196
water asia,KNO,PDG,2016,165,3233057
rajawali,BDO,SRG,2015,121,1486482
water asia,PKU,UPG,2015,171,3368924
macan,BDO,UPG,2014,112,2127189
water asia,CGK,BTH,2015,113,2143597
mataram,BTO,BTH,2016,175,3705407
mataram,CGK,BTH,2014,92,1704003
country link,CGK,BTH,2014,164,3219658
macan,BTO,PDG,2015,92,1691937
macan,BTO,HLP,2015,150,2905141
rajawali,BDO,HLP,2014,191,3790394
country link,JOG,DPS,2016,134,2582406
country link,JOG,UPG,2016,87,1598862
mataram,BDO,PDG,2016,122,2342774
mataram,CGK,PDG,2015,67,1154832
mataram,CGK,PDG,2014,190,3767271
water asia,BTO,DPS,2016,194,3858281
rajawali,KNO,UPG,2016,199,3952611
rajawali,BTO,UPG,2014,128,2459168
country link,BDO,DPS,2016,63,1076439
mataram,BDO,PDG,2017,171,2032537
country link,CGK,DPS,2014,103,1921979
macan,JOG,BTH,2014,67,1144505
country link,JOG,BTH,2016,111,2122878
mataram,KNO,BTH,2015,68,1164020
water asia,BDO,BTH,2014,106,1991454
macan,BTO,SRG,2015,153,2963404
country link,JOG,SRG,2014,170,3349557
water asia,BDO,DPS,2016,107,2013715
rajawali,BTO,BTH,2016,76,1344772
rajawali,BTO,UPG,2015,122,1985197
rajawali,BTO,PDG,2014,70,1227733
macan,PKU,DPS,2016,91,1673750
mataram,JOG,DPS,2017,150,2901229
macan,BDO,BTH,2016,185,3679555
mataram,KNO,DPS,2014,151,2938285
country link,CGK,SRG,2017,141,2718710
rajawali,BDO,PDG,2016,200,3982286
macan,BDO,HLP,2015,196,3898831
country link,JOG,HLP,2016,147,2845917
macan,BTO,PDG,2015,122,2339289
mataram,BTO,BTH,2017,138,2653525
rajawali,KNO,DPS,2015,133,2543815
macan,BTO,UPG,2015,155,3009429
water asia,JOG,DPS,2014,99,1841687
country link,JOG,HLP,2016,116,3247508
mataram,PKU,PDG,2016,74,1315205
rajawali,KNO,BTH,2015,90,1663346
rajawali,JOG,SRG,2015,65,1122698
country link,PKU,UPG,2015,116,2203906
rajawali,PKU,BTH,2015,83,1971827
macan,JOG,HLP,2017,179,3531702
macan,BDO,SRG,2014,195,3867451
country link,CGK,SRG,2017,62,1053161
rajawali,BTO,DPS,2017,190,3773531
country link,BTO,PDG,2015,166,3248084
country link,BTO,PDG,2015,192,3801330
water asia,BDO,BTH,2017,196,3890145
country link,BTO,DPS,2017,117,2230010
macan,KNO,UPG,2014,191,3796517
mataram,JOG,PDG,2016,61,3054194
water asia,KNO,SRG,2016,195,3880729
country link,BDO,UPG,2017,99,1847381
macan,JOG,HLP,2015,63,1075995
country link,BDO,PDG,2017,71,1238684
country link,BDO,SRG,2014,76,1354399
rajawali,BTO,SRG,2016,95,1763355
rajawali,BDO,BTH,2014,72,1261688
macan,BTO,DPS,2017,149,1700629
mataram,PKU,DPS,2017,185,3671570
macan,KNO,DPS,2014,198,3944813
water asia,BDO,PDG,2016,94,1751327
rajawali,KNO,UPG,2014,98,1818520
macan,BDO,SRG,2014,149,2899148
water asia,KNO,DPS,2014,64,1101947
water asia,JOG,DPS,2015,163,3184033
macan,PKU,PDG,2017,136,2608002
rajawali,BTO,DPS,2014,81,1452109
country link,KNO,HLP,2016,180,3554265
rajawali,PKU,PDG,2016,116,2218889
